#neurons por layer oculto,#layers ocultos,max epochs,test size,lrate,alpha,MSE(training),MSE(test)
100,1,200,0.8,0.9,1,0.005683070684357843,0.11425282849866386
100,1,100,0.8,0.9,1,0.018995843404258497,0.10775537058029161
100,1,50,0.8,0.9,1,0.04977341707660766,0.10405061757596018
100,1,200,0.8,0.9,0.7,0.0066133324347921905,0.11367666911748815
100,1,100,0.8,0.9,0.7,0.019887389585211718,0.10320791798952596
100,1,50,0.8,0.9,0.7,0.046474258473942674,0.10677631297879217
100,1,200,0.8,0.9,0.5,0.007359931872769301,0.11653320600176939
100,1,100,0.8,0.9,0.5,0.02095773601021856,0.10220670846936403
100,1,50,0.8,0.9,0.5,0.04831033959093928,0.10634022813120977
100,1,200,0.8,0.9,0.2,0.009730396921936765,0.11734999875537051
100,1,100,0.8,0.9,0.2,0.02190590214231273,0.1095029336053645
100,1,50,0.8,0.9,0.2,0.0455137874089138,0.09944691274317925
100,1,200,0.8,0.9,0,0.010077431297289203,0.12071860396515201
100,1,100,0.8,0.9,0,0.02326861317104249,0.11116911578793458
100,1,50,0.8,0.9,0,0.046394549328026016,0.09949956925010149
100,1,200,0.8,0.5,1,0.009599994384033925,0.11694867529641458
100,1,100,0.8,0.5,1,0.026265531828931175,0.10557927638630216
100,1,50,0.8,0.5,1,0.047388982568899514,0.11057249236024712
100,1,200,0.8,0.5,0.7,0.010748458948855332,0.1182466899256342
100,1,100,0.8,0.5,0.7,0.02991781266246946,0.10735443234207923
100,1,50,0.8,0.5,0.7,0.0487326741450856,0.11143664891457768
100,1,200,0.8,0.5,0.5,0.011358580225863099,0.11662424634338793
100,1,100,0.8,0.5,0.5,0.02800917106120959,0.10519836739182323
100,1,50,0.8,0.5,0.5,0.049838772275840874,0.1042238711929338
100,1,200,0.8,0.5,0.2,0.012674720000544405,0.11488491155609215
100,1,100,0.8,0.5,0.2,0.02932271213740802,0.10499628041070361
100,1,50,0.8,0.5,0.2,0.04916782572305741,0.10509437593265956
100,1,200,0.8,0.5,0,0.014354293785654204,0.1116075869380341
100,1,100,0.8,0.5,0,0.03050838091354217,0.10312815347469627
100,1,50,0.8,0.5,0,0.04939381116746122,0.10329442873594087
100,1,200,0.8,0.1,1,0.0275441375378774,0.09725262604785273
100,1,100,0.8,0.1,1,0.04101961204771269,0.09288966348255934
100,1,50,0.8,0.1,1,0.05338703936611226,0.09504858740305032
100,1,200,0.8,0.1,0.7,0.029452546947809334,0.09492005677333652
100,1,100,0.8,0.1,0.7,0.04238950895234992,0.09140782522509021
100,1,50,0.8,0.1,0.7,0.053957283978756786,0.09319334622897224
100,1,200,0.8,0.1,0.5,0.031006834434466973,0.09336703388030855
100,1,100,0.8,0.1,0.5,0.04348998422121777,0.09073872844912081
100,1,50,0.8,0.1,0.5,0.05454258166604303,0.09237922764893637
100,1,200,0.8,0.1,0.2,0.03388120644981509,0.09138181723828717
100,1,100,0.8,0.1,0.2,0.04550016046019731,0.0901576387538684
100,1,50,0.8,0.1,0.2,0.0558726149006864,0.09193764270585528
100,1,200,0.8,0.1,0,0.03623904179000223,0.09037726523962854
100,1,100,0.8,0.1,0,0.04719633348470128,0.0900443435468547
100,1,50,0.8,0.1,0,0.05720303195450931,0.0923168516960766
100,1,200,0.5,0.9,1,0.006852654977723468,0.11323483719646031
100,1,100,0.5,0.9,1,0.01947217553246915,0.09012953530326177
100,1,50,0.5,0.9,1,0.037224483423291585,0.08324604852981818
100,1,200,0.5,0.9,0.7,0.007668539489598931,0.10485602254652844
100,1,100,0.5,0.9,0.7,0.02135234411087048,0.08873227495637744
100,1,50,0.5,0.9,0.7,0.04105593945202853,0.08581618492723042
100,1,200,0.5,0.9,0.5,0.008439193533874047,0.10345064112986195
100,1,100,0.5,0.9,0.5,0.023053351797951878,0.08662034782598897
100,1,50,0.5,0.9,0.5,0.04238657713847079,0.08500498206019674
100,1,200,0.5,0.9,0.2,0.011374832500415367,0.10782205759405976
100,1,100,0.5,0.9,0.2,0.02797989085685593,0.0904759393339077
100,1,50,0.5,0.9,0.2,0.04870814208760631,0.08783229622331115
100,1,200,0.5,0.9,0,0.013161882352006644,0.10476967480271633
100,1,100,0.5,0.9,0,0.030873188480978,0.09043372462107728
100,1,50,0.5,0.9,0,0.05034775142589875,0.08585287749000804
100,1,200,0.5,0.5,1,0.01245978166620355,0.10629792053096718
100,1,100,0.5,0.5,1,0.030376236071112013,0.08811781196923918
100,1,50,0.5,0.5,1,0.05049329565205375,0.08525541128325397
100,1,200,0.5,0.5,0.7,0.014302133904402147,0.10492610819273661
100,1,100,0.5,0.5,0.7,0.03293606126786484,0.09044811071224217
100,1,50,0.5,0.5,0.7,0.051957082777607334,0.08925058191959029
100,1,200,0.5,0.5,0.5,0.016134419778550037,0.10411754469199488
100,1,100,0.5,0.5,0.5,0.03471048268155395,0.08959440716978781
100,1,50,0.5,0.5,0.5,0.05255432085073434,0.08880783552531502
100,1,200,0.5,0.5,0.2,0.019020000918606537,0.10422254230009655
100,1,100,0.5,0.5,0.2,0.03616969663919494,0.09105624737723829
100,1,50,0.5,0.5,0.2,0.05445433824162184,0.08911333784784747
100,1,200,0.5,0.5,0,0.021576069972643407,0.09976970446637047
100,1,100,0.5,0.5,0,0.038238458212553374,0.08915218734267213
100,1,50,0.5,0.5,0,0.05589087826512049,0.08988774642989344
100,1,200,0.5,0.1,1,0.03376182414001493,0.0903290828010085
100,1,100,0.5,0.1,1,0.048074171220772295,0.08754200684103598
100,1,50,0.5,0.1,1,0.05983135035663853,0.08599591987750413
100,1,200,0.5,0.1,0.7,0.03579977557444172,0.08845732048814707
100,1,100,0.5,0.1,0.7,0.049240638512352546,0.08616558233978612
100,1,50,0.5,0.1,0.7,0.0603613043431047,0.08463993870073384
100,1,200,0.5,0.1,0.5,0.03720435500989563,0.0866360007777067
100,1,100,0.5,0.1,0.5,0.050219441469495266,0.0847400014548716
100,1,50,0.5,0.1,0.5,0.06068291243397714,0.08388680278386401
100,1,200,0.5,0.1,0.2,0.04003827348345932,0.08349307965224365
100,1,100,0.5,0.1,0.2,0.052046604832704325,0.08266307535620045
100,1,50,0.5,0.1,0.2,0.061281137670582284,0.08329020631206346
100,1,200,0.5,0.1,0,0.0424493206660439,0.08178746632113257
100,1,100,0.5,0.1,0,0.05348144673060851,0.08190143810140027
100,1,50,0.5,0.1,0,0.06192089286913091,0.0833642412990852
100,1,200,0.2,0.9,1,0.012694086032523708,0.09824890308311919
100,1,100,0.2,0.9,1,0.030285438157178598,0.07974077998897326
100,1,50,0.2,0.9,1,0.052927789009140226,0.08065086322065487
100,1,200,0.2,0.9,0.7,0.011359615588680313,0.0959753761909829
100,1,100,0.2,0.9,0.7,0.02483507166914559,0.08333701833280789
100,1,50,0.2,0.9,0.7,0.0397288478957096,0.08065200676739695
100,1,200,0.2,0.9,0.5,0.012557768771792849,0.09309897191386415
100,1,100,0.2,0.9,0.5,0.026758591408014485,0.07999905772871815
100,1,50,0.2,0.9,0.5,0.042468093653138785,0.08092673785919746
100,1,200,0.2,0.9,0.2,0.015604566119800151,0.09384302199858544
100,1,100,0.2,0.9,0.2,0.03055693579193109,0.08578079025538561
100,1,50,0.2,0.9,0.2,0.04622920558073304,0.08358953137639721
100,1,200,0.2,0.9,0,0.0176777652890113,0.093047752552565
100,1,100,0.2,0.9,0,0.03380190881618387,0.0872758684855172
100,1,50,0.2,0.9,0,0.050194339746834404,0.08671474032532958
100,1,200,0.2,0.5,1,0.015880374754156153,0.09240796174268592
100,1,100,0.2,0.5,1,0.031658640503262794,0.0830826722139758
100,1,50,0.2,0.5,1,0.04830330564519018,0.08588556505593091
100,1,200,0.2,0.5,0.7,0.01823427354060483,0.09500539931867627
100,1,100,0.2,0.5,0.7,0.03533306831810451,0.0884008681999585
100,1,50,0.2,0.5,0.7,0.05180565472909605,0.08793924380148452
100,1,200,0.2,0.5,0.5,0.020037244606110567,0.09305626884711977
100,1,100,0.2,0.5,0.5,0.03741559120456691,0.08822208666060109
100,1,50,0.2,0.5,0.5,0.052335778279661176,0.08755759030585743
100,1,200,0.2,0.5,0.2,0.022379386082394054,0.09102622045735179
100,1,100,0.2,0.5,0.2,0.03915586254917356,0.08745438404179649
100,1,50,0.2,0.5,0.2,0.05325662655667516,0.08468322803985551
100,1,200,0.2,0.5,0,0.025073769412194143,0.08885185298482516
100,1,100,0.2,0.5,0,0.04083265277830603,0.08329210063030618
100,1,50,0.2,0.5,0,0.054997212141118614,0.08347887806939211
100,1,200,0.2,0.1,1,0.03626836267867042,0.08335622488989507
100,1,100,0.2,0.1,1,0.04907343040718798,0.08232532568313307
100,1,50,0.2,0.1,1,0.059268279398165896,0.08261201666095257
100,1,200,0.2,0.1,0.7,0.03813343024177714,0.082351796867296
100,1,100,0.2,0.1,0.7,0.04983202647814254,0.08136807708699387
100,1,50,0.2,0.1,0.7,0.05943770639500184,0.08151995357316445
100,1,200,0.2,0.1,0.5,0.03949637424321391,0.08161499485567547
100,1,100,0.2,0.1,0.5,0.050619017944118175,0.08056093227754466
100,1,50,0.2,0.1,0.5,0.05977502400450594,0.08123252057620199
100,1,200,0.2,0.1,0.2,0.04182129573208263,0.07968517209795485
100,1,100,0.2,0.1,0.2,0.05196847839220417,0.07959933703490722
100,1,50,0.2,0.1,0.2,0.060403474903870186,0.08193064978492169
100,1,200,0.2,0.1,0,0.04360311213819409,0.07867660572537813
100,1,100,0.2,0.1,0,0.05315099497193165,0.0795690453472163
100,1,50,0.2,0.1,0,0.060963062708225754,0.08323933038985544
